product_id,Prefab name,shelf_no,Side,product_name,en_product_name,Category,Volume (kg/l),Price (EUR),height (z),width (x),depth (y),row,position,Calories (kcal),Fat (g),Sugar (g),Protein (g),Carbohydrate (g),Alcohol (%),Lactose (Y/N),Gluten (Y/N),N/Vegan/Vegetarian,Rating (u)
118,MeatSnacks_118,10,E,GUT BIO Bio-Mini Berner WÃ¼rstchen 187 g,GUT BIO Bio-Mini Berner Wurstchen 187 g,MeatSnacks,0,2.99,0.263,0.1878,0.05,5,1,380,25,5,25,15,0,N,N,N,0.3
119,MeatSnacks_119,10,E,"LANDBECK Saletti 5er Kette 125 g, Klassik","LANDBECK Saletti 5er Kette 125 g, Klassik",MeatSnacks,0,2.39,0.2038,0.2806,0.05,4,1,500,30,3,40,35,0,N,N,N,0.2
120,MeatSnacks_120,10,E,"LANDBECK Salametti 100 g, Pikant","LANDBECK Salametti 100 g, Pikant",MeatSnacks,0,1.99,0.268,0.1612,0.05,5,2,150,6,0,17,0,0,N,N,N,0.4
121,RawMeat_121,12,E,ALMARE SEAFOOD Sockeye Wildlachs 150 g,ALMARE SEAFOOD Sockeye Wildlachs 150 g,RawMeat,0,4.89,0.2762,0.239,0.05,1,1,450,10,3,20,50,0,N,N,N,0.5
122,MeatSnacks_122,10,E,"UNSER FRANKEN FrÃ¤nkische Bauernbratuwrst, Klassik 240 g","UNSER FRANKEN FrÃ¤nkische Bauernbratwurst, Klassik 240 g",MeatSnacks,0,2.99,0.2726,0.197,0.05,2,1,320,24,0.5,20,4,0,N,N,N,0.7
123,MeatSnacks_123,10,E,"KÃ„FER Spare Ribs 600 g, Honey BBQ","KAEFER Spare Ribs 600 g, Honey BBQ",MeatSnacks,0,7.99,0.0938,0.2786,0.05,1,1,500,35,10,30,45,0,N,N,N,0.1
124,RawMeat_124,12,E,"MEINE METZGEREI Frische HÃ¤hnchen-Schenkel mit RÃ¼ckenstÃ¼ck 1,1 kg",MEINE METZGEREI Frische HÃ¤hnchen-Schenkel mit RÃ¼ckenstÃ¼ck 1.1 kg,RawMeat,0,4.99,0.261,0.1678,0.05,3,2,700,45,0,80,0,0,N,N,N,0.2
125,MeatSnacks_125,10,E,UNSER BAYERN MÃ¼nchner WeiÃŸwurst 300 g,UNSER BAYERN MÃ¼nchner WeiÃŸwurst 300 g,MeatSnacks,0,2.99,0.263,0.1642,0.05,4,2,250,20,1,15,15,0,N,N,N,0.2
126,Pizza_126,11,E,AMERICAN Macâ€™nâ€™Cheese-Pizza 550 g,AMERICAN Macâ€™nâ€™Cheese-Pizza 550 g,Pizza,0,3.79,0.2728,0.2692,0.05,3,1,900,35,8,25,95,0,N,N,N,0.3
127,MeatSnacks_127,10,E,IGLO Filegro Ofen-Backfisch 240 g,IGLO Filegro Ofen-Backfisch 240 g,MeatSnacks,0,3.99,0.2642,0.1954,0.05,3,2,360,10,2,25,45,0,N,N,N,0.2
128,MeatSnacks_128,10,E,BBQ Grillfackeln 360 g,BBQ Grillfackeln 360 g,MeatSnacks,0,3.99,0.2558,0.1554,0.05,2,2,500,25,3,40,45,0,N,N,N,0.4
130,RawMeat_130,12,E,GOLDEN SEAFOOD Lachsfilets 250 g,GOLDEN SEAFOOD Salmon Fillets 250 g,RawMeat,0,5.49,0.1908,0.284,0.05,5,2,150,8,0,15,0,0,N,N,N,0.5
155,Pizza_155,11,E,ORIGINAL WAGNER Piccolinis Brezel KÃ¤se 234 g,ORIGINAL WAGNER Piccolinis Pretzel Cheese 234 g,Pizza,0,1.89,0.2724,0.2816,0.05,4,1,300,15,2,25,35,0,N,N,N,0.7
156,Pizza_156,11,E,"PIZZâ€˜AH Baguette 500 g, Champignons","PIZZ'AH Baguette 500 g, Mushrooms",Pizza,0,1.99,0.2752,0.1672,0.05,1,1,400,12,2,20,40,0,N,N,N,0.1
157,Pizza_157,11,E,"PIZZâ€˜AH Baguette 500 g, Diavolo","PIZZ'AH Baguette 500 g, Diavolo",Pizza,0,1.99,0.2736,0.168,0.05,2,2,500,18,3,30,60,0,N,N,N,0.2
158,Pizza_158,11,E,WAGNER Steinofen Pizza 320 g,WAGNER Stone Oven Pizza 320 g,Pizza,0,3.39,0.2724,0.2816,0.05,5,1,500,20,4,30,55,0,N,N,N,0.2
159,Pizza_159,11,E,PIZZâ€™AH Gigante Pizza 485 g,PIZZ'AH Gigante Pizza 485 g,Pizza,0,3.49,0.2812,0.28,0.05,5,2,220,60,8,20,120,0,N,N,N,0.3
160,Pizza_160,11,E,PIZZâ€™AH Gigante Pizza 480 g,PIZZ'AH Gigante Pizza 480 g,Pizza,0,3.49,0.2792,0.28,0.05,4,2,220,60,8,20,120,0,N,N,N,0.2
166,Crackers_166,7,B,SUN SNACKS Cracker-SpaÃŸ 200 g,SUN SNACKS Cracker Fun 200 g,Crackers,200,1.39,0.2444,0.1896,0.05,5,1,480,37,4,6,85,0,N,N,N,3.5
167,Crackers_167,7,B,TUC Original,TUC Original,Crackers,300,2.99,0.2016,0.148,0.05,2,1,500,39,3,7,82,0,N,N,N,3.6
168,Crackers_168,7,B,SUN SNACKS Cracker 3er-Packung,SUN SNACKS Crackers 3-Pack,Crackers,75,1.39,0.0968,0.162,0.05,5,2,590,40,1,7,86,0,N,N,N,2.2
169,Crackers_169,7,B,TUC Baked Crisp,TUC Baked Crisp,Crackers,100,1.49,0.1996,0.1176,0.05,4,2,595,41,4,7,72,0,N,N,N,2.9
170,Crackers_170,7,B,TUC Baked Bites,TUC Baked Bites,Crackers,100,1.49,0.1988,0.1718,0.05,4,1,600,43,4,15,90,0,N,N,N,3.5
171,Toast_171,7,B,GOLDÃ„HREN Bauernschwarzbrot,GOLDÃ„HREN Farmersâ€™ Black Bread,Toast,500,0.99,0.156,0.167,0.05,3,1,500,18,2,8,65,0,N,N,N,3
172,Toast_172,7,B,GOLDÃ„HREN Sandwichtoast,GOLDÃ„HREN Sandwich Toast,Toast,750,1.29,0.1312,0.077,0.05,3,2,585,17,2,7,70,0,N,N,N,2.5
173,Toast_173,7,B,GOLDÃ„HREN Kleiner Sandwich Toast Dinkel,GOLDÃ„HREN Small Spelt Sandwich Toast,Toast,375,1.19,0.118,0.1054,0.05,1,1,450,12,1,8,65,0,N,N,N,4.4
174,Toast_174,7,B,GOLDÃ„HREN Vollkorn-Toast,GOLDÃ„HREN Whole Grain Toast,Toast,500,0.99,0.0522,0.1298,0.05,2,3,610,23,2,7,70,0,N,N,N,3.2
175,Toast_175,7,B,GOLDÃ„HREN KÃ¶rner Balance Sandwich,GOLDÃ„HREN Seeded Balance Sandwich,Toast,750,1.79,0.1426,0.067,0.05,2,4,120,0.5,0.1,0,20,0,Y,N,N,2.8
176,Toast_176,7,B,GOLDÃ„HREN Brotbackmischung,GOLDÃ„HREN Bread Mix,Toast,1000,1.29,0.1978,0.0956,0.05,3,3,350,3.5,0.5,9,82,0,N,N,N,2.6
177,Crackers_177,7,B,LORENZ Saltletts,LORENZ Saltletts,Crackers,100,1.11,0.1864,0.1332,0.05,2,2,467,21,1,13,52,0,N,N,N,3.2
178,Cleaning_178,18,C,"OPTIWISCH SchwammtÃƒÂ¼cher, 5er-Set","OPTIWISCH Sponge Cloths, Pack of 5",Cleaning,0,0.95,0.21,0.19,0.05,3,1,0,0,0,0,0,0,N,N,N,0.1
179,Cleaning_179,18,C,"TANDIL Kalkstopptabs, 51 StÃƒÂ¼ck","TANDIL Limescale Prevention Tablets, Pack of 51",Cleaning,0,2.75,0.22,0.28,0.05,1,1,0,0,0,0,0,0,N,N,N,0.1
181,Cleaning_181,18,C,"Classic Vollwaschmittel, 2x 5,2 kg","Classic Universal Detergent, 2x 5.2 kg",Cleaning,0,21.9,0.26,0.23,0.05,1,3,0,0,0,0,0,0,N,N,N,0.1
182,Cleaning_182,18,C,"Classic Colorwaschmittel, 2x 5,2 kg","Classic Color Detergent, 2x 5.2 kg",Cleaning,0,21.9,0.26,0.23,0.05,1,2,0,0,0,0,0,0,N,N,N,0.1
183,Cleaning_183,18,C,"Waschmittel Pulver Sensitiv Aloe Vera, 50 Wl","Sensitive Aloe Vera Powder Detergent, 50 washes",Cleaning,0,9.65,0.21,0.15,0.05,3,2,0,0,0,0,0,0,N,N,N,0.1
185,Cleaning_185,18,C,"WeiÃŸer Riese Vollwaschmittel Pulver, 50 Wl","WeiÃŸer Riese Universal Powder Detergent, 50 washes",Cleaning,0,8.45,0.22,0.17,0.05,1,4,0,0,0,0,0,0,N,N,N,0.1
186,Kitchen_186,18,C,Gefrierbeutel 1/3/6l,Freezer Bags 1/3/6 l,Kitchen,0,1.25,0.08,0.28,0.05,4,1,0,0,0,0,0,0,N,N,N,0.1
187,Kitchen_187,18,C,"Profissimo Backpapier Zuschnitte, 30 St","Profissimo Baking Paper Cuts, 30 pcs",Kitchen,0,0.95,0.0214,0.24,0.05,5,1,0,0,0,0,0,0,N,N,N,0.1
188,Cleaning_188,18,C,"Denkmit Vollwaschmittel Pulver, 80 Wl","Denkmit Universal Powder Detergent, 80 washes",Cleaning,0,10.95,0.1974,0.1338,0.05,5,6,0,0,0,0,0,0,N,N,N,0.1
189,Cleaning_189,18,C,WC FRISCH Kraft Aktiv 2 x 50 g,WC FRISCH Power Active 2 x 50 g,Cleaning,0,3.45,0.2,0.14,0.05,2,3,0,0,0,0,0,0,N,N,N,0.1
191,Cleaning_191,18,C,TANDIL Kalkstopp-Tabs 510 g,TANDIL Limescale Prevention Tablets 510 g,Cleaning,0,2.75,0.25,0.2,0.05,2,1,0,0,0,0,0,0,N,N,N,0.1
195,Cleaning_195,18,C,"Denkmit Vollwaschmittel 3in1 Aktiv Caps, 22 Wl","Denkmit Universal 3in1 Active Caps Detergent, 22 washes",Cleaning,0,4.45,0.1974,0.2232,0.05,5,4,0,0,0,0,0,0,N,N,N,0.1
198,Cleaning_198,18,C,"Denkmit SpÃ¼lmaschinen-Tabs Classic, 65 St","Denkmit Dishwasher Tabs Classic, 65 pcs",Cleaning,0,3.25,0.15,0.2,0.05,2,2,0,0,0,0,0,0,N,N,N,0.1
200,Cleaning_200,18,C,CLINAIR WC-Duftjuwelen 96 g Crazy Floral,CLINAIR WC Fragrance Jewels 96 g Crazy Floral,Cleaning,0,0.96,0.2088,0.1584,0.05,5,2,0,0,0,0,0,0,N,N,N,0.1
201,Cleaning_201,18,C,CLINAIR WC-Duftjuwelen 96 g Blue Water Ocean,CLINAIR WC Fragrance Jewels 96 g Blue Water Ocean,Cleaning,0,0.97,0.2,0.15,0.05,3,3,0,0,0,0,0,0,N,N,N,0.1
202,Hygiene_202,17,C,KOKETT Recycling Toilettenpapier XXL,KOKETT XXL Recycled Toilet Paper,Hygiene,0,4.49,0.22,0.42,0.1,1,1,0,0,0,0,0,0,N,N,N,0.1
203,Hygiene_203,17,C,"Sanft&Sicher Toilettenpapier Saison 3lagig (8x180 Blatt), 8 St","Sanft&Sicher Toilet Paper Season 3-ply (8x180 sheets), 8 pcs",Hygiene,0,2.95,0.22,0.42,0.1,2,1,0,0,0,0,0,0,N,N,N,0.1
204,Hygiene_204,17,C,"Balea med seifenfreies WaschstÃ¼ck hautneutral, 150 g","Balea med soap-free cleansing bar skin-neutral, 150 g",Hygiene,0,1.75,0.134,0.078,0.05,4,3,0,0,0,0,0,0,N,N,N,0.1
205,Hygiene_205,17,C,"Speick SeifenstÃ¼ck Bionatur Carpe Diem Grapefruit & Limette, 100 g","Speick Soap Bar Bionatur Carpe Diem Grapefruit & Lime, 100 g",Hygiene,0,2.15,0.0952,0.1316,0.05,4,2,0,0,0,0,0,0,N,N,N,0.1
207,Hygiene_207,16,C,"Sagrotan DesinfektionstÃ¼cher 2in1 fÃ¼r Unterwegs, 15 St","Sagrotan 2in1 Disinfectant Wipes for On-the-Go, 15 pcs",Hygiene,0,1.95,0.09,0.13,0.05,2,1,0,0,0,0,0,0,N,N,N,0.1
208,Hygiene_208,17,C,"KOKETT Toilettenpapier ""Pink Oktober""",KOKETT Toilet Paper Pink October,Hygiene,0,2.85,0.22,0.42,0.1,1,2,0,0,0,0,0,0,N,N,N,0.1
209,Sauce_209,13,D,"LE GUSTO Fix fÃ¼r Salat-Sauce 5 x 8 g, GartenkrÃ¤uter","LE GUSTO Salad Dressing Mix 5 x 8 g, Garden Herbs",Sauce,0,0.49,0.06,0.04,0.04,3,4,402,42,3.5,0.2,4.8,0,N,N,Vegetarian,0.4
210,Sauce_210,13,D,"MEIN VEGGIE TAG Vegane Fleischalternativen, Sauce Bolognese 80 g","MEIN VEGGIE TAG Vegan Meat Alternative, Bolognese Sauce 80 g",Sauce,0,1.29,0.18,0.12,0.05,5,2,436,45,3.7,0.3,6.1,0,N,N,Vegetarian,0.5
211,Sauce_211,13,D,"LE GUSTO Fix fÃ¼r Salat-Sauce 5 x 8 g, Italienische Art","LE GUSTO Salad Dressing Mix 5 x 8 g, Italian Style",Sauce,0,0.49,0.06,0.04,0.04,3,3,437,46.9,3.8,0.2,5.1,0,N,N,Vegetarian,0.7
212,Sauce_212,13,D,"LE GUSTO Fix fÃ¼r Salat-Sauce 5 x 8 g, Dill-KrÃ¤uter","LE GUSTO Salad Dressing Mix 5 x 8 g, Dill Herbs",Sauce,0,0.49,0.06,0.04,0.04,3,5,100,2,5,5,15,0,Y,Y,Vegan,0.1
213,Oil_213,13,D,Oliehoorn FrittierÃ¶l BIB Tasche im Karton 15 Liter,Oliehoorn Frying Oil BIB Bag in Box 15 Liters,Oil,0,54.38,0.3,0.18,0.15,1,1,900,100,0,0,0,0,Y,Y,Vegan,0.2
214,Oil_214,13,D,Remia FrittierÃ¶l flÃ¼ssig natÃ¼rlich Tasche im Karton 10 Liter,"Remia Liquid Frying Oil, Natural Bag in Box 10 Liters",Oil,0,49.75,0.2,0.13,0.1,2,1,900,100,0,0,0,0,Y,Y,Vegan,0.2
215,Oil_215,13,D,OlivenÃ¶l 5Liter extravergine Farchioni,"Extra Virgin Olive Oil 5 Liters, Farchioni",Oil,0,84.99,0.1782,0.1002,0.05,2,2,884,100,0,0,0,0,Y,Y,Vegan,0.3
216,Oil_216,13,D,Levo Erdnuss Ã–l 20l Kanister (Gastronomie),Levo Peanut Oil 20 l Canister (Catering),Oil,0,126.5,0.35,0.2,0.15,1,2,900,100,0,0,0,0,Y,Y,Vegan,0.2
217,Spice_217,14,D,Rajah Chili Extra Hot - Spicy Chili Powder for Seasoning and Cooking - 1 x 100g,Rajah Extra Hot Chili Spicy Chili Powder for Seasoning and Cooking 1 x 100 g,Spice,0,5,0.18,0.11,0.02,4,1,350,15,10,12,50,0,Y,Y,Vegan,0.4
218,Spice_218,14,D,Rajah Mild Madras Curry Powder - Aromatic Spice Blend with Mild Sharpness - 1 x 100g,Rajah Mild Madras Curry Powder Aromatic Spice Blend with Mild Heat 1 x 100 g,Spice,0,1.59,0.18,0.11,0.02,4,2,325,14,8,10,45,0,Y,Y,Vegan,0.5
219,Spice_219,14,D,Rajah Hot Madras Currypulver â€“ Aromatische GewÃ¼rzmischung mit intensiver SchÃ¤rfe â€“ 1 x 100 g,Rajah Hot Madras Curry Powder Aromatic Spice Blend with Intense Heat 1 x 100 g,Spice,0,1.12,0.15,0.08,0.02,3,2,325,14,8,10,45,0,Y,Y,Vegan,0.7
220,Spice_220,14,D,"Rajah , Metal Whole Cardamom - Green Cardamom Spice for Seasoning, Cooking and Baking - 1 x 50g","Rajah Whole Green Cardamom Green Cardamom Spice for Seasoning, Cooking, and Baking 1 x 50 g",Spice,0,9.99,0.15,0.08,0.01,3,1,311,6.7,0,10.8,68.5,0,Y,Y,Vegan,0.1
221,Spice_221,14,D,Rajah gemahlener Koriander â€“ Korianderpulver zum WÃ¼rzen und Kochen â€“ 1 x 100 g,Rajah Ground Coriander Coriander Powder for Seasoning and Cooking 1 x 100 g,Spice,0,1.39,0.18,0.11,0.02,5,2,298,3.5,0,12,55,0,Y,Y,Vegan,0.2
222,Spice_222,14,D,Rajah Mustard Seeds - Whole Black Mustard Seeds for Seasoning and Cooking - 1 x 100g,Rajah Mustard Seeds Whole Black Mustard Seeds for Seasoning and Cooking 1 x 100 g,Spice,0,1.09,0.18,0.11,0.02,5,1,508,36.2,0,26,28,0,Y,Y,Vegan,0.2
223,Spice_223,13,D,Ostmann Spices - Aniseed Whole | Unground Aniseed Ideal for Anise Tea | 15 g in Bag,Ostmann Spices Whole Aniseed Ideal for Anise Tea 15 g in Bag,Spice,0,1.89,0.13,0.06,0.01,3,1,337,15.9,0,17.6,50,0,Y,Y,Vegan,0.3
224,Spice_224,13,D,Ostmann Spices - Grandma's Red Cabbage Spice Mix 4 Servings with Winter Spices 8g in Bag (Packaging Design May Vary),"Ostmann Spices Grandmas Red Cabbage Spice Mix, 4 Servings with Winter Spices, 8 g in Bag (Packaging Design May Vary)",Spice,0,1.79,0.06,0.03,0.02,3,2,300,2,10,3,50,0,N,N,Vegetarian,0.2
225,Spice_225,13,D,Organic Turmeric Powder 250g â€“ Guards Hof Turmeric Root Ground Spice Paste or Curcuma Latte Natural,Organic Turmeric Powder 250g Guards Hof Turmeric Root Ground Spice Paste or Curcuma Latte Natural,Spice,0,8.95,0.1824,0.13,0.02,4,2,354,10,3,8,65,0,Y,Y,Vegan,0.4
226,Spice_226,14,D,Fuchs Paprika Elegant Sweet Mild (1 x 1 kg),Fuchs Paprika Elegant Sweet Mild (1 x 1 kg),Spice,0,12.83,0.2,0.12,0.04,1,3,289,13,8,14,48,0,Y,Y,Vegan,0.5
227,Spice_227,14,D,Fuchs Pfeffer schwarz gemahlen (1 x 1 kg),Fox pepper black ground (1 x 1 kg),Spice,0,16.99,0.2,0.12,0.04,1,4,304,15,0,11,54,0,Y,Y,Vegan,0.7
228,Spice_228,14,D,Fuchs Pepper Black Whole Special (1 x 1 kg) | Pack of 1,Fuchs Pepper Black Whole Special (1 x 1 kg) Pack of 1,Spice,0,16.57,0.2,0.12,0.04,1,2,304,15,0,11,54,0,Y,Y,Vegan,0.1
229,Spice_229,14,D,Fuchs Pepper White Whole Pack of 1 (1 x 1 kg),Fuchs Pepper White Whole Pack of 1 (1 x 1 kg),Spice,0,19.78,0.2,0.12,0.04,2,1,315,3.5,0,12,68,0,Y,Y,Vegan,0.2
230,Spice_230,14,D,Fuchs Pizza seasoning (1 x 500 g),Fuchs Pizza seasoning (1 x 500 g),Spice,0,9.62,0.14,0.08,0.04,2,2,270,4,0,8,52,0,Y,Y,Vegan,0.2
231,Spice_231,14,D,Fuchs Chicken Seasoning Salt GV 2 kg (1 x 2 kg),Fuchs Chicken Seasoning Salt GV 2 kg (1 x 2 kg),Spice,0,10.69,0.25,0.17,0.05,1,1,360,0,0,0,0,0,Y,Y,Vegan,0.3
232,Spice_232,14,D,Fuchs Shashlik Spice (1 x 1 kg),Fuchs Shashlik Spice (1 x 1 kg),Spice,0,13.99,0.2,0.12,0.04,2,3,325,7,0,9,55,0,Y,Y,Vegan,0.2
233,Spice_233,13,D,Bertram Root Sharply Ground (250 g) | Bertram Root Powder | Bertram Root Powder | 100% Real Bertramp Powder from Achterhof,Bertram Root Sharply Ground (250 g) Bertram Root Powder Bertram Root Powder 100% Real Bertramp Powder from Achterhof,Spice,0,25.95,0.2136,0.164,0.02,4,1,350,3,0,15,65,0,Y,Y,Vegan,0.4
234,Spice_234,13,D,La Baleine - Coarse Sea Salt - Value Pack 1 kg - Harvested in Salt Gardens in Southern France on the Mediterranean Sea - Unique Purity,La Baleine - Coarse Sea Salt - Value Pack 1 kg - Harvested in Salt Gardens in Southern France on the Mediterranean Sea - Unique Purity,Spice,0,1.69,0.18,0.12,0.04,5,1,0,0,0,0,0,0,Y,Y,Vegan,0.5
235,Cleaning_235,18,C,"Swiffer WischtÃ¼cher NachfÃ¼llpack (2x24 TÃ¼cher), 48 St","Swiffer cleaning cloth refill pack (2x24 cloths), 48 pcs",Cleaning,0,9.95,0.1,0.2,0.05,2,4,0,0,0,0,0,0,N,N,N,0.1
237,Hygiene_237,17,C,"ZahnbÃ¼rstenkÃ¶pfe, schwarz, 6er Set","Toothbrush heads, black, set of 6",Hygiene,0,19.99,0.11,0.0346,0.02,3,3,0,0,0,0,0,0,N,N,N,0.1
238,Hygiene_238,17,C,"ZahnbÃ¼rstenkÃ¶pfe, sonic, 8er Set","Toothbrush heads, sonic, set of 8",Hygiene,0,7.99,0.11,0.04,0.05,3,4,0,0,0,0,0,0,N,N,N,0.1
239,Hygiene_239,17,C,Elmex Sensitive Professional toothpaste,Elmex Sensitive Professional toothpaste,Hygiene,0,5.65,0.0526,0.2008,0.05,3,2,0,0,0,0,0,0,N,N,N,0.1
240,Hygiene_240,17,C,"meridol Zahnpasta Parodont Expert, 75 ml","Meridol toothpaste Parodont Expert, 75 ml",Hygiene,0,6.95,0.0526,0.2008,0.05,3,1,0,0,0,0,0,0,N,N,N,0.1
241,Hygiene_241,17,C,"Physio Tape, 2er Set, schwarz","Physio tape, set of 2, black",Hygiene,0,9.98,0.0508,0.1022,0.05,5,3,0,0,0,0,0,0,N,N,N,0.1
242,Hygiene_242,16,C,"Sport-Tape, 3er Set","Sports tape, set of 3",Hygiene,0,5.97,0.0924,0.092,0.05,4,3,0,0,0,0,0,0,N,N,N,0.1
243,Hygiene_243,16,C,LACURA Bio-Baumwoll-WattestÃ¤bchen,LACURA organic cotton swabs,Hygiene,0,0.7,0.13,0.16,0.05,1,2,0,0,0,0,0,0,N,N,N,0.1
244,Health_244,16,C,VITALIS Magnesium und Calcium Tabletten im Bundle,VITALIS magnesium and calcium tablets bundle,Health,0,5.98,0.11,0.0506,0.02,5,1,0,0,0,0,0,0,N,N,N,0.1
245,Health_245,16,C,"tetesept Vitamin D3 2000 I.E Tabletten 50 St, 15,3 g","Tetesept Vitamin D3 2000 IU tablets 50 pcs, 15.3 g",Health,0,2.95,0.134,0.078,0.05,5,3,0,0,0,0,0,0,N,N,N,0.1
246,Health_246,16,C,"Doppelherz Vitamin C 1000 + D3 + Zink Depot Tabletten 30 St, 42,9 g","Doppelherz Vitamin C 1000 + D3 + Zinc Depot tablets 30 pcs, 42.9 g",Health,0,4.75,0.134,0.078,0.05,5,4,0,0,0,0,0,0,N,N,N,0.1
247,Health_247,16,C,VITALIS Hustenreiz-Sticks & Halstabletten (2 x 2 StÃ¼ck),VITALIS cough relief sticks & throat lozenges (2 x 2 pieces),Health,0,11.96,0.097,0.0578,0.05,4,1,0,0,0,0,0,0,N,N,N,0.1
249,Kitchen_249,18,C,"Profissimo Alufolie, 30 m","Profissimo Aluminum Foil, 30 m",Kitchen,0,1.75,0.0296,0.238,0.05,5,3,0,0,0,0,0,0,N,N,N,0.1
250,Kitchen_250,18,C,"Profissimo Gefrierbeutel 1 l mit Schnellverschluss, 15 St","Profissimo Freezer Bags 1 L with Quick Closure, 15 pieces",Kitchen,0,1.15,0.2344,0.0774,0.05,4,2,0,0,0,0,0,0,N,N,N,0.1
251,Kitchen_251,18,C,"Profissimo Gefrierbeutel 3 l mit VerschlÃ¼ssen, 50 St","Profissimo Freezer Bags 3 L with Closures, 50 pieces",Kitchen,0,0.95,0.0852,0.2212,0.05,5,5,0,0,0,0,0,0,N,N,N,0.1
252,Hygiene_252,17,C,"NIVEA SeifenstÃ¼ck Creme Soft Pflegeseife, 100 g","NIVEA Soap Bar Creme Soft Care Soap, 100 g",Hygiene,0,1.45,0.0952,0.1316,0.05,4,4,0,0,0,0,0,0,N,N,N,0.1
253,Hygiene_253,17,C,"Dove SeifenstÃ¼ck beauty cream (2x90g), 180 g","Dove Soap Bar Beauty Cream (2x90g), 180 g",Hygiene,0,2.45,0.0952,0.1316,0.05,4,1,0,0,0,0,0,0,N,N,N,0.1
254,Hygiene_254,16,C,"alverde NATURKOSMETIK SeifenstÃ¼ck PflanzenÃ¶lseife mit Bio-Lavendel, 100 g","alverde NATURAL COSMETICS Soap Bar Plant Oil Soap with Organic Lavender, 100 g",Hygiene,0,0.95,0.134,0.078,0.05,3,2,0,0,0,0,0,0,N,N,N,0.1
255,Hygiene_255,17,C,"alverde NATURKOSMETIK SeifenstÃ¼ck PflanzenÃ¶lseife mit Bio-Verveine, 100 g","alverde NATURAL COSMETICS Soap Bar Plant Oil Soap with Organic Verbena, 100 g",Hygiene,0,0.95,0.134,0.078,0.05,5,1,0,0,0,0,0,0,N,N,N,0.1
256,Hygiene_256,17,C,"alverde NATURKOSMETIK Cremeseife Bio-Sheabutter, Bio-Mandelmilch, 100 g","alverde NATURAL COSMETICS Cream Soap Organic Shea Butter, Organic Almond Milk, 100 g",Hygiene,0,0.8,0.134,0.078,0.05,5,2,0,0,0,0,0,0,N,N,N,0.1
257,Hygiene_257,16,C,"share SeifenstÃ¼ck Pfirsich & Orange, 100 g","share Soap Bar Peach & Orange, 100 g",Hygiene,0,1.95,0.134,0.078,0.05,3,1,0,0,0,0,0,0,N,N,N,0.1
258,Hygiene_258,16,C,"Speick SeifenstÃ¼ck, 100 g","Speick Soap Bar, 100 g",Hygiene,0,1.95,0.154,0.098,0.05,2,2,0,0,0,0,0,0,N,N,N,0.1
260,Hygiene_260,16,C,"Dalli Kernseife (3 StÃ¼ck), 300 g","Dalli Pure Soap (3 pieces), 300 g",Hygiene,0,1.45,0.13,0.17,0.05,1,1,0,0,0,0,0,0,N,N,N,0.1
261,Health_261,16,C,"Mivolis Vitamin D3 fÃ¼r Kinder, Kautabletten 60 St., 51 g","Mivolis Vitamin D3 for Children, Chewable Tablets 60 pcs, 51 g",Health,0,2.95,0.134,0.078,0.05,5,2,0,0,0,0,0,0,N,N,N,0.1
262,Health_262,16,C,"VITALIS Physio Tape, 2er Set, schwarz","VITALIS Physio Tape, 2-piece set, black",Health,0,9.98,0.0506,0.1024,0.05,4,4,0,0,0,0,0,0,N,N,N,0.1
263,Health_263,16,C,"VITALIS Fixierbinde, kohÃ¤siv, 3er Set","VITALIS Cohesive Bandage, 3-piece set",Health,0,5.97,0.069,0.1002,0.05,4,2,0,0,0,0,0,0,N,N,N,0.1
